"DRIVERSTANDINGSID","RACEID","DRIVERID","POINTS","POSITION","POSITIONTEXT","WINS","YEAR","ROUND","NAME","DRIVERREF","FINAL","DRIVER_POSITION_BEFORE_RACE","DRIVER_POINTS_BEFORE_RACE","POSITION_POINTS_BEFORE_RACE","POINTS_OF_LOWER_POSITION","POINTS_OF_LOWER_POSITION_BEFORE_RACE","DELTA_POINTS_TO_LOWER_POSITION","DELTA_POINTS_TO_LOWER_POSITION_BEFORE_RACE","CHANGE_DELTA_BEFORE_AND_AFTER_RACE"
16456,336,81,0,33,"33",0,1990,16,"Australian Grand Prix","morbidelli","Y",33,0,0,0,0,0,0,0
16455,336,140,0,36,"36",0,1990,16,"Australian Grand Prix","johansson","Y",36,0,0,0,0,0,0,0
16453,336,78,0,19,"19",0,1990,16,"Australian Grand Prix","larini","Y",19,0,0,0,0,0,0,0
16452,336,118,3,14,"14",0,1990,16,"Australian Grand Prix","warwick","Y",14,3,3,3,3,0,0,0
16450,336,117,71,2,"2",5,1990,16,"Australian Grand Prix","prost","Y",2,69,69,43,40,28,29,-1
16441,336,90,6,11,"11",0,1990,16,"Australian Grand Prix","moreno","Y",11,6,6,6,6,0,0,0
16440,336,146,0,30,"30",0,1990,16,"Australian Grand Prix","schneider","Y",30,0,0,0,0,0,0,0
8261,1,8,0,15,"15",0,2009,1,"Australian Grand Prix","raikkonen","N",,,,,,,,
8260,1,9,0,14,"14",0,2009,1,"Australian Grand Prix","kubica","N",,,,0,,0,,
8259,1,20,0,13,"13",0,2009,1,"Australian Grand Prix","vettel","N",,,,0,,0,,
8257,1,21,0,11,"11",0,2009,1,"Australian Grand Prix","fisichella","N",,,,0,,0,,
8256,1,2,0,10,"10",0,2009,1,"Australian Grand Prix","heidfeld","N",,,,0,,0,,
8253,1,67,2,7,"7",0,2009,1,"Australian Grand Prix","buemi","N",,,,1,,1,,
8252,1,3,3,6,"6",0,2009,1,"Australian Grand Prix","rosberg","N",,,,2,,1,,
8250,1,10,5,4,"4",0,2009,1,"Australian Grand Prix","glock","N",,,,4,,1,,
8249,1,15,6,3,"3",0,2009,1,"Australian Grand Prix","trulli","N",,,,5,,1,,
8248,1,22,8,2,"2",0,2009,1,"Australian Grand Prix","barrichello","N",,,,6,,2,,
17669,2,5,0,20,"20",0,2009,2,"Malaysian Grand Prix","kovalainen","N",,,,,,,,
17665,2,8,0,18,"18",0,2009,2,"Malaysian Grand Prix","raikkonen","N",15,0,,0,,0,,
17663,2,20,0,16,"16",0,2009,2,"Malaysian Grand Prix","vettel","N",13,0,,0,,0,,
17662,2,17,1.5,9,"9",0,2009,2,"Malaysian Grand Prix","webber","N",12,0,0,1,0,0.5,0,0.5
17661,2,21,0,14,"14",0,2009,2,"Malaysian Grand Prix","fisichella","N",11,0,0,0,0,0,0,0
17659,2,16,0,12,"12",0,2009,2,"Malaysian Grand Prix","sutil","N",9,0,0,0,0,0,0,0
17658,2,7,1,11,"11",0,2009,2,"Malaysian Grand Prix","bourdais","N",8,1,0,0,0,1,0,1
17656,2,3,3.5,7,"7",0,2009,2,"Malaysian Grand Prix","rosberg","N",6,3,2,2,1,1.5,1,0.5
17653,2,15,8.5,3,"3",0,2009,2,"Malaysian Grand Prix","trulli","N",3,6,6,8,5,0.5,1,-0.5
17652,2,22,10,2,"2",0,2009,2,"Malaysian Grand Prix","barrichello","N",2,8,8,8.5,6,1.5,2,-0.5
13613,36,8,10,1,"1",1,2007,1,"Australian Grand Prix","raikkonen","N",3,75,98,8,97,2,1,1
13614,36,4,8,2,"2",0,2007,1,"Australian Grand Prix","alonso","N",5,61,97,6,75,2,22,-20
13615,36,1,6,3,"3",0,2007,1,"Australian Grand Prix","hamilton","N",1,98,75,5,75,1,0,1
13636,37,3,2,8,"8",0,2007,2,"Malaysian Grand Prix","rosberg","N",7,2,1,1,0,1,1,0
13630,37,8,16,2,"2",1,2007,2,"Malaysian Grand Prix","raikkonen","N",1,10,8,14,6,2,2,0
13632,37,1,14,3,"3",0,2007,2,"Malaysian Grand Prix","hamilton","N",3,6,6,10,5,4,1,3
13633,37,2,10,4,"4",0,2007,2,"Malaysian Grand Prix","heidfeld","N",4,5,5,7,4,3,1,2
13673,39,1,30,1,"1",0,2007,4,"Spanish Grand Prix","hamilton","N",3,22,22,28,22,2,0,2
13674,39,2,15,5,"5",0,2007,4,"Spanish Grand Prix","heidfeld","N",5,15,15,8,8,7,7,0
13698,40,13,33,3,"3",2,2007,5,"Monaco Grand Prix","massa","N",3,27,27,23,22,10,5,5
13694,40,4,38,1,"1",2,2007,5,"Monaco Grand Prix","alonso","N",2,28,30,38,28,0,2,-2
13695,40,1,38,2,"2",0,2007,5,"Monaco Grand Prix","hamilton","N",1,30,28,33,27,5,1,4
13719,41,21,13,6,"6",0,2007,6,"Canadian Grand Prix","fisichella","N",6,13,13,12,12,1,1,0
13717,41,1,48,1,"1",1,2007,6,"Canadian Grand Prix","hamilton","N",2,38,38,40,38,8,0,8
13723,41,15,4,13,"13",0,2007,6,"Canadian Grand Prix","trulli","N",10,4,1,2,1,2,0,2
13741,42,21,13,6,"6",0,2007,7,"United States Grand Prix","fisichella","N",6,13,13,12,12,1,1,0
13739,42,1,58,1,"1",2,2007,7,"United States Grand Prix","hamilton","N",1,48,48,48,40,10,8,2
13745,42,15,7,10,"10",0,2007,7,"United States Grand Prix","trulli","N",13,4,5,5,4,2,1,1
13762,43,1,64,1,"1",2,2007,8,"French Grand Prix","hamilton","N",1,58,58,50,48,14,10,4
18553,365,164,0,42,"42",0,1989,10,"Hungarian Grand Prix","joachim_winkelhock","N",42,0,0,0,0,0,0,0
18555,365,140,2,20,"20",0,1989,10,"Hungarian Grand Prix","johansson","N",20,2,2,1,1,1,1,0
18556,365,92,0,30,"30",0,1989,10,"Hungarian Grand Prix","gachot","N",30,0,0,0,0,0,0,0
18558,365,78,0,31,"31",0,1989,10,"Hungarian Grand Prix","larini","N",31,0,0,0,0,0,0,0
18559,365,55,3,17,"17",0,1989,10,"Hungarian Grand Prix","alesi","N",17,3,3,2,2,1,1,0
18562,365,151,0,33,"33",0,1989,10,"Hungarian Grand Prix","donnelly","N",33,0,0,0,0,0,0,0
18564,366,117,62,1,"1",3,1989,11,"Belgian Grand Prix","prost","N",1,56,56,51,42,11,14,-3
18565,366,127,4,13,"13",0,1989,11,"Belgian Grand Prix","gugelmin","N",14,4,4,4,4,0,0,0
18567,366,118,6,10,"10",0,1989,11,"Belgian Grand Prix","warwick","N",11,5,5,5,5,1,0,1
18568,366,145,14,6,"6",0,1989,11,"Belgian Grand Prix","nannini","N",6,12,12,9,9,5,3,2
18570,366,138,0,26,"26",0,1989,11,"Belgian Grand Prix","satoru_nakajima","N",26,0,0,0,0,0,0,0
18571,366,129,1,21,"21",0,1989,11,"Belgian Grand Prix","grouillard","N",21,1,1,1,1,0,0,0
18573,366,102,51,2,"2",5,1989,11,"Belgian Grand Prix","senna","N",2,42,42,38,34,13,8,5
18574,366,112,0,31,"31",0,1989,11,"Belgian Grand Prix","alliot","N",32,0,0,0,0,0,0,0
18577,366,119,25,4,"4",0,1989,11,"Belgian Grand Prix","patrese","N",4,25,25,20,17,5,8,-3
18579,366,146,0,36,"36",0,1989,11,"Belgian Grand Prix","schneider","N",36,0,0,0,0,0,0,0
18580,366,84,1,24,"24",0,1989,11,"Belgian Grand Prix","brundle","N",24,1,1,1,1,0,0,0
18582,366,137,9,7,"7",0,1989,11,"Belgian Grand Prix","piquet","N",7,9,9,6,6,3,3,0
18583,366,131,4,14,"14",0,1989,11,"Belgian Grand Prix","modena","N",13,4,4,4,4,0,0,0
18585,366,94,2,19,"19",0,1989,11,"Belgian Grand Prix","martini","N",18,2,2,2,2,0,0,0
18587,366,159,1,25,"25",0,1989,11,"Belgian Grand Prix","sala","N",25,1,1,0,0,1,1,0
18588,366,114,0,39,"39",0,1989,11,"Belgian Grand Prix","dalmas","N",39,0,0,0,0,0,0,0
18590,366,148,0,40,"40",0,1989,11,"Belgian Grand Prix","foitek","N",40,0,0,0,0,0,0,0
18591,366,90,0,34,"34",0,1989,11,"Belgian Grand Prix","moreno","N",34,0,0,0,0,0,0,0
18596,366,164,0,42,"42",0,1989,11,"Belgian Grand Prix","joachim_winkelhock","N",42,0,0,0,0,0,0,0
18597,366,88,0,43,"43",0,1989,11,"Belgian Grand Prix","suzuki","N",43,0,0,0,,0,,
18599,366,92,0,30,"30",0,1989,11,"Belgian Grand Prix","gachot","N",30,0,0,0,0,0,0,0
18600,366,99,1,22,"22",0,1989,11,"Belgian Grand Prix","tarquini","N",22,1,1,1,1,0,0,0
18602,366,55,3,17,"17",0,1989,11,"Belgian Grand Prix","alesi","N",17,3,3,2,2,1,1,0
18603,366,139,0,27,"27",0,1989,11,"Belgian Grand Prix","pirro","N",27,0,0,0,0,0,0,0
18605,366,151,0,33,"33",0,1989,11,"Belgian Grand Prix","donnelly","N",33,0,0,0,0,0,0,0
18606,366,134,0,44,"44",0,1989,11,"Belgian Grand Prix","bertaggia","N",,,0,,0,,0,
18608,367,117,71,1,"1",4,1989,12,"Italian Grand Prix","prost","N",1,62,62,51,51,20,11,9
18611,367,118,6,11,"11",0,1989,12,"Italian Grand Prix","warwick","N",10,6,5,5,4,1,1,0
18614,367,138,0,27,"27",0,1989,12,"Italian Grand Prix","satoru_nakajima","N",26,0,0,0,0,0,0,0
18615,367,129,1,23,"23",0,1989,12,"Italian Grand Prix","grouillard","N",21,1,1,1,1,0,0,0
18617,367,102,51,2,"2",5,1989,12,"Italian Grand Prix","senna","N",2,51,51,38,38,13,13,0
18618,367,112,0,32,"32",0,1989,12,"Italian Grand Prix","alliot","N",31,0,0,0,0,0,0,0
18620,367,157,3,18,"18",0,1989,12,"Italian Grand Prix","danner","N",16,3,2,2,2,1,0,1
18621,367,119,28,4,"4",0,1989,12,"Italian Grand Prix","patrese","N",4,25,25,24,20,4,5,-1
18623,367,146,0,36,"36",0,1989,12,"Italian Grand Prix","schneider","N",36,0,0,0,0,0,0,0
18625,367,122,0,29,"29",0,1989,12,"Italian Grand Prix","capelli","N",28,0,0,0,0,0,0,0
18628,367,123,24,5,"5",1,1989,12,"Italian Grand Prix","boutsen","N",5,20,20,14,14,10,6,4
18629,367,94,2,19,"19",0,1989,12,"Italian Grand Prix","martini","N",19,2,2,2,2,0,0,0
18631,367,159,1,26,"26",0,1989,12,"Italian Grand Prix","sala","N",25,1,0,0,0,1,0,1
18632,367,114,0,39,"39",0,1989,12,"Italian Grand Prix","dalmas","N",39,0,0,0,0,0,0,0
18634,367,148,0,40,"40",0,1989,12,"Italian Grand Prix","foitek","N",40,0,0,0,0,0,0,0
18635,367,90,0,35,"35",0,1989,12,"Italian Grand Prix","moreno","N",34,0,0,0,0,0,0,0
18637,367,160,0,38,"38",0,1989,12,"Italian Grand Prix","ghinzani","N",38,0,0,0,0,0,0,0
18640,367,164,0,42,"42",0,1989,12,"Italian Grand Prix","joachim_winkelhock","N",42,0,0,0,0,0,0,0
18641,367,88,0,43,"43",0,1989,12,"Italian Grand Prix","suzuki","N",43,0,0,0,0,0,0,0
18644,367,99,1,24,"24",0,1989,12,"Italian Grand Prix","tarquini","N",22,1,1,1,1,0,0,0
18646,367,55,5,12,"12",0,1989,12,"Italian Grand Prix","alesi","N",17,3,4,5,4,0,0,0
18647,367,139,0,28,"28",0,1989,12,"Italian Grand Prix","pirro","N",27,0,0,0,0,0,0,0
18649,367,151,0,34,"34",0,1989,12,"Italian Grand Prix","donnelly","N",33,0,0,0,0,0,0,0
18650,367,134,0,45,"45",0,1989,12,"Italian Grand Prix","bertaggia","N",44,0,0,,0,,0,
18653,368,117,75,1,"1",4,1989,13,"Portuguese Grand Prix","prost","N",1,71,71,51,51,24,20,4
18655,368,65,5,14,"14",0,1989,13,"Portuguese Grand Prix","herbert","N",13,5,4,4,4,1,0,1
18656,368,118,6,12,"12",0,1989,13,"Portuguese Grand Prix","warwick","N",11,6,5,5,5,1,0,1
18658,368,156,2,22,"22",0,1989,13,"Portuguese Grand Prix","palmer","N",25,1,2,2,1,0,1,-1
18661,368,105,6,11,"11",0,1989,13,"Portuguese Grand Prix","alboreto","N",10,6,6,6,5,0,1,-1
18664,368,110,4,15,"15",0,1989,13,"Portuguese Grand Prix","cesaris","N",14,4,4,4,4,0,0,0
18665,368,157,3,20,"20",0,1989,13,"Portuguese Grand Prix","danner","N",18,3,2,2,2,1,0,1
18667,368,158,6,9,"9",0,1989,13,"Portuguese Grand Prix","cheever","N",9,6,6,6,6,0,0,0
18668,368,146,0,36,"36",0,1989,13,"Portuguese Grand Prix","schneider","N",36,0,0,0,0,0,0,0
18670,368,122,0,30,"30",0,1989,13,"Portuguese Grand Prix","capelli","N",29,0,0,0,0,0,0,0
18671,368,137,9,8,"8",0,1989,13,"Portuguese Grand Prix","piquet","N",7,9,6,6,6,3,0,3
20144,410,119,2,13,"13",0,1986,7,"Detroit Grand Prix","patrese","N",13,1,1,0,0,2,1,1
20142,410,140,7,7,"7",0,1986,7,"Detroit Grand Prix","johansson","N",6,7,7,6,6,1,1,0
20134,410,166,0,15,"15",0,1986,7,"Detroit Grand Prix","streiff","N",15,0,0,0,0,0,0,0
20129,410,102,36,1,"1",2,1986,7,"Detroit Grand Prix","senna","N",3,27,29,33,27,3,2,1
20157,411,137,23,4,"4",1,1986,8,"French Grand Prix","piquet","N",4,19,19,17,14,6,5,1
20158,411,102,36,3,"3",2,1986,8,"French Grand Prix","senna","N",1,36,29,23,19,13,10,3
20160,411,163,8,7,"7",0,1986,8,"French Grand Prix","arnoux","N",10,6,7,7,6,1,1,0
20162,411,77,6,9,"9",0,1986,8,"French Grand Prix","berger","N",8,6,6,6,6,0,0,0
20163,411,166,0,15,"15",0,1986,8,"French Grand Prix","streiff","N",15,0,0,0,0,0,0,0
20166,411,170,2,11,"11",0,1986,8,"French Grand Prix","fabi","N",11,2,2,2,2,0,0,0
20168,411,105,6,10,"10",0,1986,8,"French Grand Prix","alboreto","N",9,6,6,2,2,4,4,0
20169,411,117,39,1,"1",2,1986,8,"French Grand Prix","prost","N",2,33,36,38,33,1,3,-2
20171,411,140,7,8,"8",0,1986,8,"French Grand Prix","johansson","N",7,7,6,6,6,1,0,1
20172,411,175,0,18,"18",0,1986,8,"French Grand Prix","tambay","N",18,0,0,0,0,0,0,0
20174,411,156,0,17,"17",0,1986,8,"French Grand Prix","palmer","N",17,0,0,0,0,0,0,0
20175,411,176,0,20,"20",0,1986,8,"French Grand Prix","surer","N",20,0,0,0,0,0,0,0
20177,411,110,0,26,"26",0,1986,8,"French Grand Prix","cesaris","N",26,0,0,0,0,0,0,0
20178,411,160,0,25,"25",0,1986,8,"French Grand Prix","ghinzani","N",25,0,0,0,0,0,0,0
20180,411,178,0,22,"22",0,1986,8,"French Grand Prix","jones","N",21,0,0,0,0,0,0,0
20183,411,118,0,21,"21",0,1986,8,"French Grand Prix","warwick","N",22,0,0,0,0,0,0,0
20185,411,180,0,28,"28",0,1986,8,"French Grand Prix","berg","N",29,0,0,0,0,0,0,0
20186,412,137,29,4,"4",1,1986,9,"British Grand Prix","piquet","N",4,23,23,17,17,12,6,6
20188,412,172,14,6,"6",0,1986,9,"British Grand Prix","laffite","N",6,14,14,11,8,3,6,-3
20189,412,163,11,7,"7",0,1986,9,"British Grand Prix","arnoux","N",7,8,8,7,7,4,1,3
20191,412,77,6,9,"9",0,1986,9,"British Grand Prix","berger","N",9,6,6,6,6,0,0,0
20192,412,166,1,14,"14",0,1986,9,"British Grand Prix","streiff","N",15,0,0,0,0,1,0,1
20194,412,174,0,16,"16",0,1986,9,"British Grand Prix","dumfries","N",16,0,0,0,0,0,0,0
20195,412,170,2,12,"12",0,1986,9,"British Grand Prix","fabi","N",11,2,2,2,2,0,0,0
20220,413,77,6,9,"9",0,1986,10,"German Grand Prix","berger","N",9,6,6,6,6,0,0,0
20223,413,174,0,16,"16",0,1986,10,"German Grand Prix","dumfries","N",16,0,0,0,0,0,0,0
20225,413,123,0,15,"15",0,1986,10,"German Grand Prix","boutsen","N",15,0,0,0,0,0,0,0
20228,413,157,0,23,"23",0,1986,10,"German Grand Prix","danner","N",23,0,0,0,0,0,0,0
20229,413,140,7,8,"8",0,1986,10,"German Grand Prix","johansson","N",8,7,7,6,6,1,1,0
20231,413,119,2,13,"13",0,1986,10,"German Grand Prix","patrese","N",13,2,2,1,1,1,1,0
20232,413,156,0,19,"19",0,1986,10,"German Grand Prix","palmer","N",18,0,0,0,0,0,0,0
20234,413,145,0,27,"27",0,1986,10,"German Grand Prix","nannini","N",26,0,0,0,0,0,0,0
20235,413,110,0,28,"28",0,1986,10,"German Grand Prix","cesaris","N",27,0,0,0,0,0,0,0
20237,413,177,19,5,"5",0,1986,10,"German Grand Prix","keke_rosberg","N",5,17,17,14,14,5,3,2
20240,413,179,0,24,"24",0,1986,10,"German Grand Prix","rothengatter","N",24,0,0,0,0,0,0,0
20241,413,118,0,17,"17",0,1986,10,"German Grand Prix","warwick","N",17,0,0,0,0,0,0,0
20243,413,180,0,25,"25",0,1986,10,"German Grand Prix","berg","N",28,0,0,0,0,0,0,0
20246,414,102,48,2,"2",2,1986,11,"Hungarian Grand Prix","senna","N",3,42,44,47,42,1,2,-1
20248,414,163,14,7,"7",0,1986,11,"Hungarian Grand Prix","arnoux","N",7,14,14,10,7,4,7,-3
20249,414,84,5,11,"11",0,1986,11,"Hungarian Grand Prix","brundle","N",11,4,4,2,2,3,2,1
20251,414,166,1,15,"15",0,1986,11,"Hungarian Grand Prix","streiff","N",14,1,0,0,0,1,0,1
20252,414,173,0,20,"20",0,1986,11,"Hungarian Grand Prix","angelis","N",20,0,0,0,0,0,0,0
20254,414,170,2,13,"13",0,1986,11,"Hungarian Grand Prix","fabi","N",12,2,2,2,1,0,1,-1
20255,414,123,0,16,"16",0,1986,11,"Hungarian Grand Prix","boutsen","N",15,0,0,0,0,0,0,0
20258,414,157,0,24,"24",0,1986,11,"Hungarian Grand Prix","danner","N",23,0,0,0,0,0,0,0
20260,414,175,0,17,"17",0,1986,11,"Hungarian Grand Prix","tambay","N",18,0,0,0,0,0,0,0
20261,414,119,2,14,"14",0,1986,11,"Hungarian Grand Prix","patrese","N",13,2,1,1,0,1,1,0
20263,414,176,0,21,"21",0,1986,11,"Hungarian Grand Prix","surer","N",21,0,0,0,0,0,0,0
20264,414,145,0,28,"28",0,1986,11,"Hungarian Grand Prix","nannini","N",27,0,0,0,0,0,0,0
20265,414,110,0,29,"29",0,1986,11,"Hungarian Grand Prix","cesaris","N",28,0,0,0,0,0,0,0
20267,414,177,19,5,"5",0,1986,11,"Hungarian Grand Prix","keke_rosberg","N",5,19,19,14,14,5,5,0
20270,414,179,0,25,"25",0,1986,11,"Hungarian Grand Prix","rothengatter","N",24,0,0,0,0,0,0,0
20271,414,118,0,18,"18",0,1986,11,"Hungarian Grand Prix","warwick","N",17,0,0,0,0,0,0,0
20273,414,180,0,26,"26",0,1986,11,"Hungarian Grand Prix","berg","N",25,0,0,0,0,0,0,0
20276,415,102,48,3,"3",2,1986,12,"Austrian Grand Prix","senna","N",2,48,47,47,44,1,3,-2
20277,415,172,14,6,"6",0,1986,12,"Austrian Grand Prix","laffite","N",6,14,14,14,14,0,0,0
20279,415,84,5,11,"11",0,1986,12,"Austrian Grand Prix","brundle","N",11,5,5,3,2,2,3,-1
20282,415,173,0,23,"23",0,1986,12,"Austrian Grand Prix","angelis","N",20,0,0,0,0,0,0,0
20283,415,174,2,13,"13",0,1986,12,"Austrian Grand Prix","dumfries","N",12,2,2,2,2,0,0,0
20285,415,123,0,19,"19",0,1986,12,"Austrian Grand Prix","boutsen","N",16,0,0,0,0,0,0,0
20286,415,105,12,9,"9",0,1986,12,"Austrian Grand Prix","alboreto","N",10,6,6,6,6,6,0,6
20288,415,157,1,18,"18",0,1986,12,"Austrian Grand Prix","danner","N",24,0,0,0,0,1,0,1
20290,415,175,2,14,"14",0,1986,12,"Austrian Grand Prix","tambay","N",17,0,2,2,1,0,1,-1
20291,415,119,2,16,"16",0,1986,12,"Austrian Grand Prix","patrese","N",14,2,0,1,0,1,0,1
65906,896,823,0,21,"21",0,2013,16,"Indian Grand Prix","garde","N",21,0,0,0,0,0,0,0
65909,896,813,1,17,"17",0,2013,16,"Indian Grand Prix","maldonado","N",17,1,1,0,0,1,1,0
65912,897,4,217,2,"2",2,2013,17,"Abu Dhabi Grand Prix","alonso","N",2,207,207,183,183,34,24,10
65913,897,20,347,1,"1",11,2013,17,"Abu Dhabi Grand Prix","vettel","N",1,322,322,217,207,130,115,15
65914,897,13,106,8,"8",0,2013,17,"Abu Dhabi Grand Prix","massa","N",8,102,102,60,60,46,42,4
65915,897,1,175,4,"4",1,2013,17,"Abu Dhabi Grand Prix","hamilton","N",4,169,169,166,148,9,21,-12
65916,897,17,166,5,"5",0,2013,17,"Abu Dhabi Grand Prix","webber","N",5,148,148,159,144,7,4,3
65917,897,16,29,13,"13",0,2013,17,"Abu Dhabi Grand Prix","sutil","N",13,28,28,19,19,10,9,1
65918,897,814,48,10,"10",0,2013,17,"Abu Dhabi Grand Prix","resta","N",10,40,40,39,39,9,1,8
65920,897,154,114,7,"7",0,2013,17,"Abu Dhabi Grand Prix","grosjean","N",7,102,102,106,102,8,0,8
65921,897,815,35,12,"12",0,2013,17,"Abu Dhabi Grand Prix","perez","N",12,33,33,29,28,6,5,1
65922,897,818,13,15,"15",0,2013,17,"Abu Dhabi Grand Prix","vergne","N",15,13,13,6,6,7,7,0
65923,897,821,6,16,"16",0,2013,17,"Abu Dhabi Grand Prix","gutierrez","N",16,6,6,1,1,5,5,0
65925,897,824,0,19,"19",0,2013,17,"Abu Dhabi Grand Prix","jules_bianchi","N",19,0,0,0,0,0,0,0
65926,897,819,0,20,"20",0,2013,17,"Abu Dhabi Grand Prix","pic","N",20,0,0,0,0,0,0,0
65927,897,820,0,22,"22",0,2013,17,"Abu Dhabi Grand Prix","chilton","N",22,0,0,,,,,
65930,897,3,159,6,"6",2,2013,17,"Abu Dhabi Grand Prix","rosberg","N",6,144,144,114,102,45,42,3
65933,898,8,183,4,"4",1,2013,18,"United States Grand Prix","raikkonen","N",3,183,175,181,166,2,9,-7
65937,898,1,187,3,"3",1,2013,18,"United States Grand Prix","hamilton","N",4,175,183,183,175,4,8,-4
65940,898,814,48,10,"10",0,2013,18,"United States Grand Prix","resta","N",10,48,48,47,39,1,9,-8
65950,898,823,0,21,"21",0,2013,18,"United States Grand Prix","garde","N",21,0,0,0,0,0,0,0
65953,898,813,1,18,"18",0,2013,18,"United States Grand Prix","maldonado","N",17,1,0,0,0,1,0,1
65962,899,16,29,13,"13",0,2013,19,"Brazilian Grand Prix","sutil","Y",13,29,29,20,19,9,10,-1
65968,899,821,6,16,"16",0,2013,19,"Brazilian Grand Prix","gutierrez","Y",16,6,6,4,4,2,2,0
65974,899,817,20,14,"14",0,2013,19,"Brazilian Grand Prix","ricciardo","Y",14,19,19,13,13,7,6,1
65977,899,807,51,10,"10",0,2013,19,"Brazilian Grand Prix","hulkenberg","Y",11,47,48,49,47,2,1,1
66017,272,114,0,35,"35",0,1994,16,"Australian Grand Prix","dalmas","Y",34,0,0,0,0,0,0,0
66020,272,115,0,44,"44",0,1994,16,"Australian Grand Prix","noda","Y",44,0,0,0,0,0,0,0
66023,272,89,0,45,"45",0,1994,16,"Australian Grand Prix","inoue","Y",43,0,0,0,,0,,
66042,257,87,0,18,"18",0,1994,1,"Brazilian Grand Prix","blundell","N",10,13,1,0,0,0,1,-1
66045,257,57,0,21,"21",0,1994,1,"Brazilian Grand Prix","hakkinen","N",7,17,0,0,0,0,0,0
66071,258,104,3,6,"6",0,1994,2,"Pacific Grand Prix","fittipaldi","N",19,0,1,2,0,1,1,0
66074,258,105,0,21,"21",0,1994,2,"Pacific Grand Prix","alboreto","N",22,0,0,0,0,0,0,0
66077,258,106,0,27,"27",0,1994,2,"Pacific Grand Prix","beretta","N",25,0,0,0,0,0,0,0
66080,258,108,0,30,"30",0,1994,2,"Pacific Grand Prix","belmondo","N",28,0,0,,0,,0,
66104,259,105,0,24,"24",0,1994,3,"San Marino Grand Prix","alboreto","N",21,0,0,0,0,0,0,0
66111,259,88,0,29,"29",0,1994,3,"San Marino Grand Prix","suzuki","N",25,0,0,0,0,0,0,0
66114,259,109,0,31,"31",0,1994,3,"San Marino Grand Prix","lehto","N",,,0,0,0,0,0,0
66142,260,108,0,28,"28",0,1994,4,"Monaco Grand Prix","belmondo","N",32,0,0,0,0,0,0,0
66145,260,110,3,12,"12",0,1994,4,"Monaco Grand Prix","cesaris","N",25,0,1,2,0,1,1,0
66178,261,109,0,21,"21",0,1994,5,"Spanish Grand Prix","lehto","N",17,0,0,0,0,0,0,0
66181,261,85,0,35,"35",0,1994,5,"Spanish Grand Prix","montermini","N",25,0,,,,,,
66212,262,110,3,13,"13",0,1994,6,"Canadian Grand Prix","cesaris","N",13,3,3,2,2,1,1,0
66250,263,14,2,16,"16",0,1994,7,"French Grand Prix","coulthard","N",16,2,2,1,1,1,1,0
66253,263,95,0,34,"34",0,1994,7,"French Grand Prix","mansell","N",30,0,0,0,0,0,0,0
66288,264,85,0,37,"37",0,1994,8,"British Grand Prix","montermini","N",37,0,0,,,,,
66325,265,85,0,37,"37",0,1994,9,"German Grand Prix","montermini","N",37,0,0,,,,,
66359,266,109,1,23,"23",0,1994,10,"Hungarian Grand Prix","lehto","N",21,1,1,1,0,0,1,-1
66363,266,111,0,29,"29",0,1994,10,"Hungarian Grand Prix","gounon","N",29,0,0,0,0,0,0,0
66397,267,109,1,23,"23",0,1994,11,"Belgian Grand Prix","lehto","N",23,1,1,1,1,0,0,0
66403,267,112,0,37,"37",0,1994,11,"Belgian Grand Prix","alliot","N",37,0,0,0,0,0,0,0
66436,268,70,0,29,"29",0,1994,12,"Italian Grand Prix","zanardi","N",29,0,0,0,0,0,0,0
66439,268,111,0,28,"28",0,1994,12,"Italian Grand Prix","gounon","N",28,0,0,0,0,0,0,0
66442,268,114,0,37,"37",0,1994,12,"Italian Grand Prix","dalmas","N",,,0,0,0,0,0,0
66519,270,95,0,38,"38",0,1994,14,"European Grand Prix","mansell","N",37,0,0,0,0,0,0,0
66561,271,95,3,21,"21",0,1994,15,"Japanese Grand Prix","mansell","N",38,0,3,3,2,0,1,-1
66564,271,113,0,35,"35",0,1994,15,"Japanese Grand Prix","adams","N",33,0,0,0,0,0,0,0
66567,271,63,0,32,"32",0,1994,15,"Japanese Grand Prix","salo","N",15,5,0,0,0,0,0,0
63741,337,3,10,5,"5",0,2010,1,"Bahrain Grand Prix","rosberg","N",17,4,37,8,34,2,3,-1
63744,337,17,4,8,"8",0,2010,1,"Bahrain Grand Prix","webber","N",16,2,21,2,13,2,8,-6
63747,337,9,0,11,"11",0,2010,1,"Bahrain Grand Prix","kubica","N",16,6,6,0,6,0,0,0
63750,337,807,0,14,"14",0,2010,1,"Bahrain Grand Prix","hulkenberg","N",,,3,0,3,0,0,0
63759,337,810,0,23,"23",0,2010,1,"Bahrain Grand Prix","grassi","N",,,0,0,0,0,0,0
63762,338,13,33,2,"2",0,2010,2,"Australian Grand Prix","massa","N",2,18,18,31,15,2,3,-1
63765,338,3,20,5,"5",0,2010,2,"Australian Grand Prix","rosberg","N",5,10,10,18,8,2,2,0
63768,338,17,6,10,"10",0,2010,2,"Australian Grand Prix","webber","N",8,4,1,5,0,1,1,0
63771,338,9,18,6,"6",0,2010,2,"Australian Grand Prix","kubica","N",11,0,8,12,6,6,2,4
13760,43,8,42,4,"4",2,2007,8,"French Grand Prix","raikkonen","N",4,32,32,30,26,12,6,6
13770,43,22,0,19,"19",0,2007,8,"French Grand Prix","barrichello","N",18,0,0,0,0,0,0,0
